"order_id","order_date","ship_date","ship_mode","customer_id","address_id","market","region","order_priority"
AG-2012-6390,2012-11-26,2012-11-30,Standard Class,GH-4410,db8ce645-10e1-4b52-a21a-edbe26a371b6,Africa,Africa,Medium
AG-2012-7530,2012-08-08,2012-08-14,Standard Class,AA-480,ac273a6c-c97d-4c53-a1f6-ef1f987ff339,Africa,Africa,Medium
AG-2012-8490,2012-09-18,2012-09-23,Standard Class,LC-7050,a53dfb2a-aff4-4112-bed5-4fae372e3321,Africa,Africa,Medium
AG-2012-8660,2012-08-09,2012-08-13,Standard Class,MP-7470,c61e32f5-5ecc-4f12-970a-6eca22b459ab,Africa,Africa,Medium
AG-2013-2580,2013-06-11,2013-06-15,Standard Class,KE-6420,"24148ed0-14d0-43c4-b455-3d5385ddf977",Africa,Africa,Medium
AG-2013-2690,2013-09-07,2013-09-10,Second Class,CP-2085,"1d0b0859-5dd8-4720-9c26-2cd7b37fec58",Africa,Africa,Critical
AG-2013-2840,2013-05-21,2013-05-24,First Class,CS-1860,"933fda1b-e2f9-4dfe-b935-b8f23ee2ebd7",Africa,Africa,High
AG-2013-2970,2013-04-26,2013-05-01,Standard Class,CM-2160,a48e17de-b4a1-45e6-8225-05ef94cf1cd8,Africa,Africa,Medium
AG-2013-3970,2013-08-24,2013-08-28,Standard Class,RD-9585,"6cbd9a74-70ef-45c4-99da-8a4f165a6d8b",Africa,Africa,Medium
AG-2013-4150,2013-07-18,2013-07-21,Second Class,DB-3270,"63adcf32-85f8-46f0-bbe1-ac3f176d96fc",Africa,Africa,High
AG-2013-5140,2013-03-08,2013-03-11,First Class,HF-4995,"1530a23a-688a-45b6-bcc2-e6ce46804188",Africa,Africa,Medium
AG-2013-5250,2013-04-02,2013-04-06,Standard Class,AG-765,"8f0bc66b-c2d3-4e22-b692-0386badd04bc",Africa,Africa,Medium
AG-2013-5570,2013-05-01,2013-05-03,First Class,AH-75,cd5d435d-2aea-4b09-84fe-9cee8c1be4a6,Africa,Africa,High
AG-2013-5820,2013-11-05,2013-11-08,First Class,ES-4080,"4727e2cf-b36f-4863-9434-683c02b4f4ee",Africa,Africa,Medium
AG-2013-6090,2013-03-14,2013-03-18,Standard Class,RD-9585,"46720ad9-40ca-4d89-bf3e-bef7fde4a0ea",Africa,Africa,High
AG-2013-640,2013-08-23,2013-08-27,Second Class,BO-1425,"2d4ee439-311d-4208-8388-f66b1f91f9d6",Africa,Africa,High
AG-2013-6520,2013-02-04,2013-02-09,Standard Class,ML-7395,c22e115e-7303-4124-b398-dc3f632defab,Africa,Africa,Medium
AG-2013-6630,2013-12-10,2013-12-12,First Class,LW-7125,"09b5dea7-4673-4de1-b586-37c3f9b7f027",Africa,Africa,High
AG-2013-6810,2013-07-10,2013-07-12,Second Class,NF-8595,"336236f3-0139-4a8c-baab-79cf85d6d699",Africa,Africa,High
AG-2013-7890,2013-08-26,2013-08-29,Second Class,DJ-3510,d80433b2-c85f-4d37-9e99-5fd011662bbf,Africa,Africa,Medium
AG-2013-8490,2013-08-30,2013-09-02,Second Class,SK-9990,"5a96b562-98f8-4b6b-b31a-d4e500b617f7",Africa,Africa,High
AG-2013-8990,2013-09-12,2013-09-14,First Class,RB-9645,"34a72d18-b273-48df-9ed1-5a673ac70ab0",Africa,Africa,Critical
AG-2013-9570,2013-02-04,2013-02-09,Standard Class,AR-345,"754d1ebb-22b0-400f-b421-d5dc94897da3",Africa,Africa,Medium
AG-2013-9890,2013-09-30,2013-10-04,Standard Class,BT-1485,eef0060f-ee58-4c77-a582-62d62509f0a3,Africa,Africa,High
AG-2014-2040,2014-01-01,2014-01-06,Standard Class,CR-2730,"5acec2d4-411b-4955-b788-e3fe04bbd482",Africa,Africa,High
AG-2014-2110,2014-12-30,2015-01-04,Second Class,TB-11250,"7e27a460-8db7-4115-a702-6dbde68f5b6e",Africa,Africa,Medium
AG-2014-2230,2014-10-27,2014-10-31,Second Class,DK-3225,"8f1eeb92-005e-4742-9797-9c9bb8f42e40",Africa,Africa,Medium
AG-2014-2280,2014-12-25,2015-01-01,Standard Class,MS-7980,eb69dfde-e608-4bc3-adcc-b2b2b2dea00b,Africa,Africa,Medium
AG-2014-2360,2014-01-01,2014-01-06,Standard Class,JE-5475,"74eda2b3-2c9a-4bd0-a5c2-581f8173ddcf",Africa,Africa,High
AG-2014-2600,2014-11-18,2014-11-20,Second Class,DR-2940,d2b47366-50ae-411e-b492-5beb46242ee2,Africa,Africa,Medium
AG-2014-2760,2014-06-09,2014-06-13,Standard Class,CL-2565,c6d021ec-52e9-46f4-b62a-506445728cb0,Africa,Africa,High
AG-2014-2830,2014-08-01,2014-08-04,Second Class,MO-7800,"5cd63021-8019-40fb-ab4d-ec36f674fe68",Africa,Africa,Medium
AG-2014-3130,2014-11-01,2014-11-04,Second Class,CC-2100,"8605ac33-c6ef-4c73-8a4c-5cd35422825a",Africa,Africa,Medium
AG-2014-3510,2014-11-06,2014-11-07,First Class,CR-2820,"5588363e-d283-4c81-bd2f-b20ff7d779dc",Africa,Africa,High
AG-2014-3710,2014-01-24,2014-01-29,Second Class,IL-5100,d3203328-93ad-4dc5-852c-50c359b11d74,Africa,Africa,Medium
AG-2014-4280,2014-12-04,2014-12-10,Standard Class,RD-9660,"6207221f-a48d-4540-bf35-4bcca0816289",Africa,Africa,Medium
AG-2014-4290,2014-06-30,2014-07-05,Standard Class,RC-9960,"5103baef-dd88-4bbf-8e3c-658b86ee32b1",Africa,Africa,High
AG-2014-4590,2014-06-24,2014-06-24,Same Day,AM-360,"8895d2ef-fd90-4f43-928f-515691a53b70",Africa,Africa,Critical
AG-2014-4720,2014-12-27,2014-12-31,Standard Class,RO-9780,"56ad5e27-62f4-4311-a49c-64d7ac4c3cd5",Africa,Africa,Medium
AG-2014-4840,2014-08-20,2014-08-25,Standard Class,CD-2790,"5982c426-55d4-4562-888f-57e62b10286c",Africa,Africa,High
AG-2014-4880,2014-06-12,2014-06-14,Second Class,RS-9420,cfbd7b3c-bd2e-4b80-af22-25fdff5994dc,Africa,Africa,Medium
AG-2014-5620,2014-08-14,2014-08-20,Standard Class,LD-6855,"6133c6ee-3a8d-4b77-b934-490c26fae3b5",Africa,Africa,Medium
AG-2014-6170,2014-05-20,2014-05-24,Standard Class,SL-10155,bd588c44-8597-4f35-87af-ed39e7c75b21,Africa,Africa,Medium
AG-2014-6310,2014-01-24,2014-01-30,Standard Class,JG-5160,d09a74f4-7f52-4cae-8541-4232013739da,Africa,Africa,Low
AG-2014-6470,2014-01-13,2014-01-15,First Class,PO-8865,de88198b-c3fb-4e0e-9289-9e8f6040a9e1,Africa,Africa,Critical
AG-2014-6650,2014-03-02,2014-03-07,Standard Class,AC-420,f698fb62-bc2f-4185-8ca6-86926a2230aa,Africa,Africa,Medium
AG-2014-7430,2014-08-05,2014-08-10,Standard Class,HR-4830,"4a2830e4-fa74-49d6-9e0b-04c3e36bfb04",Africa,Africa,Medium
AG-2014-7490,2014-07-23,2014-07-28,Standard Class,RD-9930,"335dd71e-e03c-4d70-a032-ac9c75b540a3",Africa,Africa,Medium
AG-2014-7770,2014-03-07,2014-03-12,Standard Class,JO-5550,"6dd9f6cf-a56a-403f-b2fe-4039dc80bed6",Africa,Africa,Medium
AG-2014-8040,2014-03-31,2014-04-02,Second Class,BD-1605,"2b1ca950-5975-40e8-9171-eda6eeebae9d",Africa,Africa,High
AG-2014-8240,2014-03-12,2014-03-16,Standard Class,AR-570,aa30c535-c21b-4446-9e85-789252ce4b99,Africa,Africa,High
AG-2014-8390,2014-05-27,2014-05-30,Second Class,CR-2820,"4388a26a-7a58-46e0-a44c-7cbed5e931d9",Africa,Africa,Critical
AG-2014-8600,2014-01-22,2014-01-27,Standard Class,SB-10170,d2cf2f4b-0dae-4b22-a69e-58322961072d,Africa,Africa,Medium
AG-2014-8620,2014-02-11,2014-02-17,Standard Class,DS-3180,"359a1580-e512-45d5-948d-164a5e621fb8",Africa,Africa,Low
AG-2014-8710,2014-01-29,2014-02-03,Standard Class,CA-2310,a4f31d6b-f303-4431-9550-636e22388eff,Africa,Africa,Medium
AG-2014-8930,2014-09-12,2014-09-16,Second Class,CC-2220,"4e3e160b-9c2e-4484-a135-05fe39dbfe2c",Africa,Africa,Medium
AG-2014-9060,2014-12-27,2015-01-01,Standard Class,YS-11880,"8b7d1c7c-f268-4323-8dfc-5d60671277cd",Africa,Africa,Medium
AG-2014-9240,2014-11-07,2014-11-10,First Class,JL-5835,"3b0a8565-b042-43c0-8747-7e868f8ba057",Africa,Africa,High
AG-2014-9430,2014-06-12,2014-06-18,Standard Class,DL-2865,"1c48031a-77b3-4732-83f8-aacd83a52e3e",Africa,Africa,Medium
AJ-2011-4230,2011-12-30,2012-01-05,Standard Class,JH-5820,dc17aacf-15c1-4212-8832-e87a9a5739e6,EMEA,EMEA,Medium
AJ-2011-4420,2011-06-08,2011-06-08,Same Day,TC-10980,"0cf33bb5-d2b8-436a-8091-4d4772a846d5",EMEA,EMEA,Critical
AJ-2011-4460,2011-02-23,2011-02-23,Same Day,CM-1935,"9d24229f-251d-4eab-8afe-3d59356b4a65",EMEA,EMEA,Medium
AJ-2011-7680,2011-09-14,2011-09-20,Standard Class,RP-9270,e64932d6-de12-44e4-b330-9b1bbde54cd2,EMEA,EMEA,Medium
AJ-2012-7450,2012-09-25,2012-09-30,Standard Class,GM-4680,"48901b6d-0c26-4ff6-9d73-18c5ee3bf7d1",EMEA,EMEA,Medium
AJ-2012-7720,2012-11-02,2012-11-05,First Class,SG-10890,"1508094a-57f1-4e70-97cd-e9877e331017",EMEA,EMEA,High
AJ-2013-1340,2013-06-02,2013-06-04,Second Class,JR-5700,"36c97dbe-19ee-4de1-9fa5-b5ffff7d53d6",EMEA,EMEA,High
AJ-2013-1760,2013-08-14,2013-08-14,Same Day,CA-2310,"9759b4f0-7bb5-49ac-ba77-e7f3497852af",EMEA,EMEA,Medium
AJ-2013-180,2013-08-07,2013-08-11,Second Class,NC-8340,a59b7fa3-5267-489d-8331-65780b2cf69a,EMEA,EMEA,High
AJ-2013-2640,2013-01-23,2013-01-27,Standard Class,JL-5835,"9c675ee7-2c90-4c11-af23-f5bbd22cb372",EMEA,EMEA,High
AJ-2013-3610,2013-01-10,2013-01-12,Second Class,GZ-4545,c4b42d69-dcdf-4a2a-9cc3-d4c5c2ec9c47,EMEA,EMEA,High
AJ-2013-8630,2013-01-07,2013-01-12,Standard Class,DC-3285,"7b20f9fd-8d6c-4d19-a62a-901f69574fcb",EMEA,EMEA,Medium
AJ-2014-1760,2014-09-11,2014-09-16,Standard Class,MS-7365,"7cfd9506-9240-460f-a893-37d78887a90d",EMEA,EMEA,Medium
AJ-2014-5740,2014-10-23,2014-10-28,Standard Class,LW-6825,"4b00c75a-5115-45d8-b1d0-1d8de4e2ec24",EMEA,EMEA,High
AJ-2014-6170,2014-09-16,2014-09-18,Second Class,SH-9975,bcf00146-84fa-46f5-8aa0-12e76d6e9be9,EMEA,EMEA,High
AJ-2014-6800,2014-12-27,2015-01-01,Standard Class,DR-2880,ece99145-42d4-45d2-a15f-ba3f6ad7acd7,EMEA,EMEA,Medium
AJ-2014-8550,2014-02-24,2014-03-01,Standard Class,GM-4440,"7fe2dcf7-1a04-4057-adf2-81561d0c8911",EMEA,EMEA,Medium
AJ-2014-9020,2014-09-13,2014-09-19,Standard Class,RD-9720,bc73f14b-0ed6-4e68-975c-3eb50549e7dc,EMEA,EMEA,Medium
AJ-2014-9550,2014-08-30,2014-09-04,Second Class,GG-4650,ce01c427-eb3f-4291-a121-643af439ca48,EMEA,EMEA,Medium
AJ-2014-9620,2014-12-30,2014-12-30,Same Day,DJ-3420,"14182478-1f18-44c3-a30e-61571565f93b",EMEA,EMEA,High
AL-2011-4500,2011-11-01,2011-11-05,Standard Class,EM-3825,"712d9815-3356-4225-85bc-c1c715d94c22",EMEA,EMEA,Medium
AL-2011-7440,2011-03-03,2011-03-05,Second Class,SC-10230,"44ba7c7d-1c10-43a0-9235-575f5e59ca28",EMEA,EMEA,High
AL-2011-9500,2011-11-08,2011-11-11,Second Class,MC-8130,f380a25f-9d77-400f-9181-4194a566201f,EMEA,EMEA,High
AL-2012-8670,2012-04-24,2012-04-30,Standard Class,ML-7395,"0dcefc4e-0b23-436f-ae4f-05b9d2172c50",EMEA,EMEA,Medium
AL-2012-9220,2012-04-19,2012-04-24,Standard Class,JD-5895,"9aa03cf0-9403-45b0-9d3e-1f1a2b1b4e6f",EMEA,EMEA,Medium
AL-2012-9980,2012-07-28,2012-08-02,Standard Class,JD-6015,dbe94305-4e2c-4911-aa06-4cd5ee001754,EMEA,EMEA,Medium
AL-2013-3830,2013-08-12,2013-08-14,First Class,TT-11460,f2cb2ce0-8d06-4225-9850-7820fe71e650,EMEA,EMEA,Critical
AL-2013-7280,2013-04-20,2013-04-20,Same Day,GA-4515,f042cc5b-7f03-4fd3-9b63-30bf235c1473,EMEA,EMEA,Critical
AL-2013-7420,2013-12-20,2013-12-25,Standard Class,NC-8535,"42f544b7-651c-4c8b-b3f3-1526a202a13d",EMEA,EMEA,Medium
AL-2014-8450,2014-03-10,2014-03-12,Second Class,JB-5925,"135180e8-5182-4e00-8bea-208a227edc23",EMEA,EMEA,High
AM-2011-7110,2011-12-14,2011-12-19,Standard Class,HM-4980,"47b44c84-b383-40f0-8f74-46d07fe6f229",EMEA,EMEA,High
AM-2013-2480,2013-04-17,2013-04-23,Standard Class,MG-7695,"95076663-2e35-4fc5-a2c3-22bfb4806822",EMEA,EMEA,Low
AO-2011-1390,2011-02-01,2011-02-04,Second Class,DK-3150,"236e9d92-b7e2-4d33-87e8-14b3e495c2a4",Africa,Africa,Critical
AO-2011-1670,2011-01-08,2011-01-13,Standard Class,HZ-4950,fcf33c7b-810d-462e-a080-bb58decb1638,Africa,Africa,High
AO-2011-1710,2011-02-03,2011-02-10,Standard Class,SW-10455,"00fa03e3-2422-452f-a944-ec430a7233fa",Africa,Africa,Low
AO-2011-4780,2011-10-10,2011-10-14,Standard Class,BS-1800,"9cd247d2-43ac-481a-8c13-19b5188e2c36",Africa,Africa,High
AO-2011-4910,2011-01-06,2011-01-11,Standard Class,GK-4620,e968b58f-d6af-43ee-b67e-fca06e20e440,Africa,Africa,Medium
AO-2011-7110,2011-06-21,2011-06-25,Standard Class,AA-480,d92f0fb1-4bdb-4333-a257-2060c7e6f7e5,Africa,Africa,Medium
AO-2011-8000,2011-12-15,2011-12-19,Standard Class,JK-5370,"0bd89ea1-0b11-4ae7-8138-fef65a101e50",Africa,Africa,High
AO-2011-8260,2011-07-16,2011-07-20,Standard Class,RO-9780,"7c74b228-9c2a-443a-98f2-d1845ca049c0",Africa,Africa,High
AO-2011-8430,2011-01-20,2011-01-20,Same Day,MA-7995,"037a1738-f8f1-4534-b429-24e5e4b4cca8",Africa,Africa,High
AO-2011-9910,2011-12-05,2011-12-12,Standard Class,RP-9855,"1931480b-755d-43e1-a7de-d0ee0f719283",Africa,Africa,Medium
AO-2012-1000,2012-12-03,2012-12-07,Standard Class,DK-3225,"60fe8268-3416-4609-b0e0-79c7638f95bb",Africa,Africa,Medium
AO-2012-1220,2012-01-23,2012-01-26,First Class,DL-3495,"3e26292d-cd70-433b-b978-12f030239af5",Africa,Africa,Medium
AO-2012-1230,2012-11-15,2012-11-20,Standard Class,DH-3075,e927335a-ede0-41c2-a7c4-7a035b3be909,Africa,Africa,Medium
AO-2012-2480,2012-06-13,2012-06-18,Standard Class,MG-8205,"8d49e74d-aa58-4e97-be8f-9ff66761a2d9",Africa,Africa,Medium
AO-2012-2650,2012-12-20,2012-12-25,Standard Class,SF-10200,f9b8fc08-451c-4ecc-898f-3654d8705860,Africa,Africa,Medium
AO-2012-2750,2012-08-09,2012-08-14,Standard Class,CA-2310,"2452c17f-3dae-491c-bb76-4443a99ee9ae",Africa,Africa,Medium
AO-2012-2810,2012-09-29,2012-10-01,Second Class,HJ-4875,c9bb6d25-0390-4083-8648-c12e31a6486a,Africa,Africa,Medium
AO-2012-3210,2012-09-27,2012-10-02,Standard Class,JE-5745,b5e774c2-649d-4f9e-b171-ee4d470b3358,Africa,Africa,Medium
AO-2012-5450,2012-11-12,2012-11-12,Same Day,LH-6900,"05794c4a-9625-447c-b6bd-8862b0aa81ae",Africa,Africa,High
AO-2012-6670,2012-09-20,2012-09-25,Standard Class,MO-7500,"57fb4ae3-ae71-4800-9260-5c8213cfc30e",Africa,Africa,High
AO-2012-7800,2012-07-21,2012-07-24,First Class,JC-5340,e6b730d0-8d49-4e4f-bb04-5bb68c39b05f,Africa,Africa,Medium
AO-2012-7980,2012-12-20,2012-12-24,Standard Class,RD-9585,afffbe65-1d4b-4500-b0ce-8711e8dfca67,Africa,Africa,Medium
AO-2012-8920,2012-12-04,2012-12-08,Standard Class,CC-2475,"7f6b9a28-1ee7-4ae0-9f3b-9cc9bd359e57",Africa,Africa,Medium
AO-2013-1140,2013-11-21,2013-11-27,Standard Class,LW-7125,"05bd3f75-e551-4fa5-b432-f6fe420a02f2",Africa,Africa,Medium
AO-2013-1470,2013-12-10,2013-12-16,Standard Class,RE-9405,"19ca1850-97d3-4551-b062-7d04101f63c8",Africa,Africa,Medium
AO-2013-1640,2013-10-25,2013-10-29,Second Class,IG-5085,"37846b1e-1a99-4e33-800b-222535556bba",Africa,Africa,High
AO-2013-2100,2013-06-05,2013-06-09,Standard Class,AS-285,dc03b332-1f4e-4294-ad6d-58bfc418353b,Africa,Africa,High
AO-2013-2180,2013-11-14,2013-11-18,Standard Class,LC-6960,b1f77b1d-1e99-4cfd-8886-f1ea6336408c,Africa,Africa,High
AO-2013-2230,2013-05-28,2013-06-02,Standard Class,JK-6090,f295c5f6-1546-4636-a465-4fa6af35ce92,Africa,Africa,High
AO-2013-2380,2013-03-28,2013-04-01,Standard Class,CM-2655,"23b4baff-1abb-4e2f-b2e3-780a316ef2d2",Africa,Africa,High
AO-2013-3830,2013-10-30,2013-11-05,Standard Class,SC-10305,ba016ee7-6df6-4b3f-aed1-43a65eccaae7,Africa,Africa,Medium
AO-2013-4310,2013-10-30,2013-11-04,Second Class,CW-1905,"793ca6c0-591a-4059-9da9-c23ef70a21db",Africa,Africa,Medium
AO-2013-6050,2013-12-10,2013-12-15,Standard Class,JP-5460,"1863cc72-7164-403c-b082-918098c7afd7",Africa,Africa,Medium
AO-2013-6140,2013-12-27,2013-12-31,Second Class,BP-1290,"27eb587d-6744-4f7b-a6c6-71ecefe30295",Africa,Africa,High
AO-2013-6910,2013-12-31,2014-01-03,First Class,JH-5985,ddc3dda9-82eb-479c-a27e-52de9cc61184,Africa,Africa,Medium
AO-2013-7170,2013-08-12,2013-08-17,Standard Class,HG-4845,"73abbe3f-59ab-4f3c-8bb5-41eff8e53780",Africa,Africa,Medium
AO-2013-7370,2013-11-13,2013-11-17,Standard Class,MM-7920,"83094622-6407-4b4e-b66f-d084277bc8a3",Africa,Africa,Medium
AO-2013-9250,2013-12-06,2013-12-10,Standard Class,GM-4500,"7b4d784e-58a6-41ab-93ed-0c7934aacd67",Africa,Africa,Medium
AO-2014-1550,2014-04-11,2014-04-13,Second Class,SC-10020,"40a71d09-713f-40a9-aa66-3d106765ace5",Africa,Africa,High
AO-2014-190,2014-12-05,2014-12-11,Standard Class,RW-9540,f933ccab-39f2-4d72-a0dd-dd3cab341770,Africa,Africa,Medium
AO-2014-2110,2014-10-17,2014-10-22,Second Class,EP-3915,d3b232f1-96ba-4a4f-8a6a-4b2bd4cc337c,Africa,Africa,High
AO-2014-2160,2014-05-20,2014-05-24,Standard Class,LC-7050,fb249a8a-d46f-494a-9ec9-26d44763f512,Africa,Africa,Medium
AO-2014-2270,2014-05-28,2014-06-04,Standard Class,BD-1725,"93861faa-dfa8-4961-9979-c0f561c5f4b0",Africa,Africa,Low
AO-2014-2460,2014-11-06,2014-11-11,Standard Class,LM-7065,e5a8bbf1-085a-4ad4-9924-f90357dcd15a,Africa,Africa,Medium
AO-2014-2730,2014-09-25,2014-09-30,Standard Class,JF-5415,"88cedc2c-3656-4992-8983-69c8cbfc8727",Africa,Africa,Medium
AO-2014-4190,2014-11-22,2014-11-26,Standard Class,DR-2940,b0cb3eb5-7f4c-4965-b56e-9c67540ff980,Africa,Africa,Medium
AO-2014-420,2014-11-18,2014-11-19,First Class,DV-3465,"25a4b4f3-f217-4b6d-a908-f2b81e79aaca",Africa,Africa,High
AO-2014-4830,2014-08-31,2014-09-03,Second Class,JM-5655,"6300ced9-a46f-4428-8328-569a1be531bc",Africa,Africa,High
AO-2014-5290,2014-12-10,2014-12-16,Standard Class,RM-9375,b36a1fce-4a3e-4ba8-8b9c-a5dc1b845e90,Africa,Africa,Medium
AO-2014-5450,2014-02-19,2014-02-23,Standard Class,DC-2850,bb1f8aa5-cbd0-4f11-b389-68ee683b24d0,Africa,Africa,Medium
AO-2014-5560,2014-04-12,2014-04-16,Standard Class,TB-11355,b44b351e-5ec1-4f20-b5a9-d9085ca0b0ce,Africa,Africa,High
AO-2014-620,2014-08-25,2014-08-30,Standard Class,AZ-750,"0d06f689-e82f-47b4-8a2e-bcf5280d03cb",Africa,Africa,Medium
AO-2014-650,2014-09-11,2014-09-11,Same Day,LC-6930,"55250538-9a8c-452b-a063-e598217b8c31",Africa,Africa,High
AO-2014-6780,2014-01-13,2014-01-18,Standard Class,SK-9990,"620a67e2-dcd1-4be9-94c0-5c1e930e4116",Africa,Africa,Medium
AO-2014-6900,2014-08-15,2014-08-22,Standard Class,AJ-945,"1de53cdb-a9d3-4eb5-b472-f077df7539c4",Africa,Africa,Medium
